UNITID,Year,STATE,INSTNM,Program Area,PROGRAM,EPPP #,EPPP_RATE,Content Area,%_Correct,APA_Accredited_Program,Program Area - Copy,PCSAS_Accredited,CUDCP_Accredited
,2016,AB,University of Alberta,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,63.67%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Alberta,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,68.33%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Alberta,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,66.33%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Alberta,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,74.00%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Alberta,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,69.00%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Alberta,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,74.33%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,66.50%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,76.00%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,52.00%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,66.50%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,58.00%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,77.00%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,68.00%,Ukn,Counseling,Ukn,Ukn
,2016,AB,University of Calgary,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,75.00%,Ukn,Counseling,Ukn,Ukn
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,69.00%,Accredited  ,Counseling,No,Yes
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,77.25%,Accredited  ,Counseling,No,Yes
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,73.75%,Accredited  ,Counseling,No,Yes
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,76.50%,Accredited  ,Counseling,No,Yes
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,70.50%,Accredited  ,Counseling,No,Yes
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,69.75%,Accredited  ,Counseling,No,Yes
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,71.50%,Accredited  ,Counseling,No,Yes
104151,2016,AZ,Arizona State University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,77.25%,Accredited  ,Counseling,No,Yes
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,78.50%,Accredited  ,Counseling,No,No
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,83.75%,Accredited  ,Counseling,No,No
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,83.25%,Accredited  ,Counseling,No,No
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,74.50%,Accredited  ,Counseling,No,No
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,75.00%,Accredited  ,Counseling,No,No
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,76.25%,Accredited  ,Counseling,No,No
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,64.25%,Accredited  ,Counseling,No,No
127060,2016,CO,University of Denver,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,87.25%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,44.33%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,49.00%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,54.00%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,56.33%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,53.00%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,59.67%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,45.00%,Accredited  ,Counseling,No,No
131520,2016,DC,Howard University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,65.00%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,72.50%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,67.50%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,74.75%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,72.00%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,66.50%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,81.25%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,53.50%,Accredited  ,Counseling,No,No
135726,2016,FL,University of Miami,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,78.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,57.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,78.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,67.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,62.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,80.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,92.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,64.00%,Accredited  ,Counseling,No,No
139940,2016,GA,Georgia State University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,88.00%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,70.25%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,89.25%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,79.75%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,79.50%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,78.00%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,85.50%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,87.50%,Accredited  ,Counseling,No,No
153603,2016,IA,Iowa State University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,85.25%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,61.67%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,72.67%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,69.67%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,69.67%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,70.33%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,71.00%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,79.00%,Accredited  ,Counseling,No,No
146719,2016,IL,Loyola University Chicago,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,76.00%,Accredited  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,78.25%,Accredited - Inactive  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,82.75%,Accredited - Inactive  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,84.50%,Accredited - Inactive  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,75.25%,Accredited - Inactive  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,68.00%,Accredited - Inactive  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,84.75%,Accredited - Inactive  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,75.00%,Accredited - Inactive  ,Counseling,No,No
149222,2016,IL,Southern Illinois University-Carbondale,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,74.75%,Accredited - Inactive  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,63.67%,Accredited  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,65.33%,Accredited  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,74.67%,Accredited  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,64.33%,Accredited  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,52.00%,Accredited  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,68.33%,Accredited  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,54.67%,Accredited  ,Counseling,No,No
145637,2016,IL,University of Illinois Urbana-Champaign,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,80.67%,Accredited  ,Counseling,No,No
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,55.00%,Ukn,Counseling,Ukn,Ukn
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,58.50%,Ukn,Counseling,Ukn,Ukn
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,71.00%,Ukn,Counseling,Ukn,Ukn
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,67.50%,Ukn,Counseling,Ukn,Ukn
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,50.00%,Ukn,Counseling,Ukn,Ukn
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,64.50%,Ukn,Counseling,Ukn,Ukn
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,28.50%,Ukn,Counseling,Ukn,Ukn
151324,2016,IN,Indiana State University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,72.50%,Ukn,Counseling,Ukn,Ukn
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,62.00%,Accredited  ,Counseling,No,No
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,59.33%,Accredited  ,Counseling,No,No
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,60.33%,Accredited  ,Counseling,No,No
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,62.00%,Accredited  ,Counseling,No,No
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,65.33%,Accredited  ,Counseling,No,No
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,71.00%,Accredited  ,Counseling,No,No
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,54.67%,Accredited  ,Counseling,No,No
151351,2016,IN,Indiana University-Bloomington,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,67.67%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,81.00%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,80.50%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,86.00%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,71.50%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,84.00%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,77.50%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,82.50%,Accredited  ,Counseling,No,No
157289,2016,KY,University of Louisville,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,92.00%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,74.33%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,78.33%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,82.33%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,75.00%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,66.33%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,80.67%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,68.67%,Accredited  ,Counseling,No,No
164924,2016,MA,Boston College,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,89.67%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,88.00%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,78.00%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,88.00%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,90.50%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,82.00%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,92.00%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,78.50%,Accredited  ,Counseling,No,No
167358,2016,MA,Northeastern University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,86.50%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,62.00%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,74.00%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,86.00%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,62.00%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,68.00%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,71.00%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,64.00%,Accredited  ,Counseling,No,No
168740,2016,MI,Andrews University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,85.00%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,46.00%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,46.67%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,66.67%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,65.00%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,52.00%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,64.00%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,47.33%,Accredited  ,Counseling,No,No
181464,2016,NE,University of Nebraska-Lincoln,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,71.67%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,70.00%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,68.33%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,84.00%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,67.33%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,57.33%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,76.67%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,50.00%,Accredited  ,Counseling,No,No
202134,2016,OH,Cleveland State University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,68.67%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,57.00%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,75.33%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,66.67%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,69.67%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,69.33%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,66.67%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,69.33%,Accredited  ,Counseling,No,No
200800,2016,OH,University of Akron Main Campus,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,69.00%,Accredited  ,Counseling,No,No
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,BIOLOGICAL_BOB,66.67%,Ukn,Counseling,Ukn,Ukn
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,COGNITIVE_AFFECTIVE_BOB,47.67%,Ukn,Counseling,Ukn,Ukn
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,SOCIAL/CULTURAL_BOB,58.67%,Ukn,Counseling,Ukn,Ukn
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,GROWTH/LIFSPAN_DEVL,63.33%,Ukn,Counseling,Ukn,Ukn
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,ASSESSMENT/DIAGNOSIS,48.00%,Ukn,Counseling,Ukn,Ukn
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,TREATMENT/INTERVENTION,68.33%,Ukn,Counseling,Ukn,Ukn
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,RESEARCH_METHODS/STATISTICS,45.67%,Ukn,Counseling,Ukn,Ukn
211556,2016,PA,Chatham University,Counseling Ph.D.,Counseling Ph.D.,4,,ETHICAL/LEGAL/PROFESSIONAL_ISS,72.00%,Ukn,Counseling,Ukn,Ukn
